"","prestretch","rom"
"1","22.8",6.59369921483307
"2","22.8",6.50382854917739
"3","22.8",6.13059289396417
"4","22.8",6.29675402994452
"5","22.8",7.02086827373553
"6","22.8",7.11381899623101
"7","22.8",6.60019380614643
"8","22.8",6.11531261880673
"9","22.8",5.75395401048694
"10","22.8",6.2553465789673
"11","22.8",6.77351531523997
"12","22.8",5.47231685747709
"13","22.8",6.2919255873696
"14","22.8",6.20722300421066
"15","22.8",6.24019348025745
"16","22.8",6.88694034722373
"17","22.8",6.3027194832653
"18","22.8",6.51424712946585
"19","22.8",6.41534849914851
"20","22.8",6.64369531085616
"21","22.8",6.74105179072247
"22","22.8",7.04662884394323
"23","22.8",6.30056465522783
"24","22.8",6.04571120025455
"25","22.8",6.25771827048957
"26","22.8",6.26866892374308
"27","22.8",6.49062073556439
"28","22.8",5.96304669620782
"29","22.8",6.5553792926448
"30","22.8",6.21460868574199
"31","22.8",5.48304409864386
"32","22.8",6.89148952047831
"33","22.8",6.81186341254569
"34","22.8",6.35456909612
"35","22.8",5.61650862300546
"36","22.8",6.16488190611851
"37","22.8",6.74838964760842
"38","22.8",6.07621581627723
"39","22.8",5.8287953601332
"40","22.8",6.14987036422661
"41","22.8",5.4431028408233
"42","22.8",5.14645758691161
"43","22.8",6.85658340822238
"44","22.8",6.88164413318322
"45","22.8",5.95093740679209
"46","22.8",5.47848443941269
"47","22.8",6.1231664252814
"48","22.8",5.79037558947695
"49","22.8",6.43348696994236
"50","22.8",6.13295302965917
"51","22.8",6.13848355994584
"52","22.8",7.30744201953565
"53","22.8",5.23654341045917
"54","22.8",6.12155795283906
"55","22.8",5.61962483327013
"56","22.8",5.97943011229699
"57","22.8",5.85289570837512
"58","22.8",5.65322530701748
"59","22.8",6.90525680942337
"60","22.8",6.79207392096409
"61","22.8",5.53030436356032
"62","22.8",4.88560961411545
"63","22.8",5.73752599558013
"64","22.8",6.06108659194487
"65","22.8",7.51898194655813
"66","22.8",6.21017993074553
