"","prestretch","rom"
"1","8.4",4.2345922869527
"2","8.4",5.34598105111192
"3","8.4",3.89882696507
"4","8.4",3.63619943762537
"5","8.4",4.03563966033957
"6","8.4",4.91313081369657
"7","8.4",5.30289626182433
"8","8.4",4.41232217568596
"9","8.4",3.6450462877895
"10","8.4",3.61387196053178
"11","8.4",4.46988898266416
"12","8.4",4.41401067955562
"13","8.4",3.59340723951656
"14","8.4",4.50086176790571
"15","8.4",3.54032721207764
"16","8.4",4.73725809871115
"17","8.4",3.63497107199372
"18","8.4",5.74640683487483
"19","8.4",4.62900240631735
"20","8.4",4.38115817186901
"21","8.4",3.97720055305839
"22","8.4",4.51964933728204
"23","8.4",4.01679829364718
"24","8.4",4.14689292788315
"25","8.4",3.26546792317686
"26","8.4",4.16819419071903
"27","8.4",4.9737337113838
"28","8.4",4.83085076476708
"29","8.4",3.98248434068554
"30","8.4",5.09506241938271
"31","8.4",5.00908927241595
"32","8.4",4.69490003798238
"33","8.4",5.12741692892454
"34","8.4",4.87750131726632
"35","8.4",3.49394298989138
"36","8.4",5.30018291356202
"37","8.4",4.23141880223997
"38","8.4",4.30144176755364
"39","8.4",4.30955921482837
"40","8.4",4.09909534231533
"41","8.4",3.78896352111278
"42","8.4",2.7180310847807
"43","8.4",3.26689727417922
"44","8.4",4.74726094674425
"45","8.4",3.56983913481934
"46","8.4",4.587963896557
"47","8.4",4.28310109212888
"48","8.4",4.58636073543774
"49","8.4",4.43858868846633
"50","8.4",4.28499054328776
"51","8.4",4.1414814429181
"52","8.4",4.05195843094048
"53","8.4",3.43111129880628
"54","8.4",3.58159440942118
"55","8.4",3.71013414145215
"56","8.4",4.68791955315295
"57","8.4",5.0771119053739
"58","8.4",3.90238825430163
"59","8.4",3.99665502601775
"60","8.4",4.6758416671135
"61","8.4",4.5667664078978
"62","8.4",5.02400835770679
"63","8.4",3.75782094085158
"64","8.4",3.84539412603286
"65","8.4",3.77723242919633
"66","8.4",4.20252999531596
"67","8.4",4.32012963555895
"68","8.4",4.56670987583469
"69","8.4",3.58405434529809
"70","8.4",4.23118748807326
"71","8.4",3.86893446013615
"72","8.4",3.8426572496581
"73","8.4",4.28491856204465
"74","8.4",3.78431019298522
"75","8.4",3.45453125463131
"76","8.4",3.69611292266415
"77","8.4",4.47171349247999
"78","8.4",3.44341417118821
"79","8.4",4.25536014630471
"80","8.4",3.04986795377313
"81","8.4",4.77291023183882
"82","8.4",3.9223910729532
"83","8.4",4.02045572655092
"84","8.4",4.70326346204804
"85","8.4",4.12298471514867
"86","8.4",5.17816503828155
"87","8.4",3.97005578042273
"88","8.4",3.48400309579363
"89","8.4",4.31678726446246
"90","8.4",3.49599001643824
"91","8.4",4.31038177621215
"92","8.4",3.15554331328592
"93","8.4",3.96879247075388
"94","8.4",3.39366634229589
"95","8.4",3.78618944042125
"96","8.4",3.52812061684107
"97","8.4",4.83388396412805
"98","8.4",4.22405406610883
"99","8.4",4.50334582041599
"100","8.4",4.54504112974223
"101","16.9",5.5165527496193
"102","16.9",6.43787509134218
"103","16.9",4.95787829671428
"104","16.9",4.99346283286059
"105","16.9",5.06064439617352
