"","prestretch","rom"
"1","8.4",3.88056721493065
"2","8.4",5.2441860693517
"3","8.4",5.47615565705881
"4","8.4",3.74952015372824
"5","8.4",4.63701886905461
"6","8.4",3.65664803319648
"7","8.4",3.43654472923883
"8","8.4",4.91198896543346
"9","8.4",4.13709369828304
"10","8.4",4.57801924684997
"11","8.4",3.56640249096034
"12","8.4",4.47430968484651
"13","8.4",2.74678363066723
"14","8.4",3.36492866782572
"15","8.4",4.97058443040336
"16","8.4",3.93913094508031
"17","8.4",4.03805202757852
"18","8.4",3.44518160417694
"19","8.4",2.934001568545
"20","8.4",4.08187349954918
"21","8.4",4.65872902864396
"22","8.4",3.54945805143708
"23","8.4",4.31728844686134
"24","8.4",5.36416438079571
"25","8.4",4.16029663980117
"26","8.4",4.11804498582067
"27","8.4",4.28289348511603
"28","8.4",4.34125707363396
"29","8.4",4.71104209415314
"30","8.4",3.87542340672288
"31","8.4",4.64151968894925
"32","8.4",3.8599254903773
"33","8.4",4.36392839875497
"34","8.4",4.63017887254099
"35","8.4",3.28806383934377
"36","8.4",4.3359324069673
"37","8.4",4.71251911506187
"38","8.4",4.04586811676557
"39","8.4",3.78696160601758
"40","8.4",3.72798335185681
"41","8.4",5.05008868294711
"42","8.4",3.39844253023506
"43","8.4",4.65186809944071
"44","8.4",4.21350456431085
"45","8.4",3.29496692717148
"46","8.4",3.58691635569932
"47","8.4",3.6893274770615
"48","8.4",4.45962866557534
"49","8.4",4.13776087628422
"50","8.4",5.20399127913334
"51","8.4",4.14909578144393
"52","8.4",3.91532690026438
"53","8.4",3.9669927968096
"54","8.4",3.65095980190396
"55","8.4",4.28934329821163
"56","8.4",3.593975321188
"57","8.4",4.22015137016702
"58","8.4",4.60692613222474
"59","8.4",3.06685060733766
"60","8.4",3.89460044905988
"61","8.4",4.63115689455528
"62","8.4",4.40756081183687
"63","8.4",3.3803858882822
"64","8.4",4.39963230242251
"65","8.4",4.29416408847483
"66","8.4",5.07905479881486
"67","8.4",4.46459136193943
"68","8.4",3.74441123100883
"69","8.4",4.62455304032427
"70","8.4",4.05852450082814
"71","8.4",4.68060968863765
"72","8.4",5.19336995783043
"73","8.4",4.11025008774398
"74","8.4",4.86766453261013
"75","8.4",3.08260624232348
"76","8.4",2.20315848753534
"77","8.4",2.91160463527342
"78","8.4",4.27125144625446
"79","8.4",2.51899704301432
"80","8.4",2.40348102368672
"81","8.4",5.87240933754186
"82","8.4",4.42288336463451
"83","8.4",4.47240165633763
"84","8.4",4.30021039177552
"85","8.4",5.05695363942421
"86","8.4",4.14101668188712
"87","8.4",4.7290827473874
"88","8.4",4.32803195105795
"89","8.4",3.89256682085621
"90","8.4",3.65756026368172
"91","8.4",2.90776830801167
"92","8.4",3.95901952216176
"93","8.4",3.21689313002663
"94","8.4",3.79066820476096
