  TimeWindow  TotalIterations  Iterations  Convergence
   286     286       1       1
   287     287       1       1
   288     288       1       1
   289     289       1       1
   290     290       1       1
   291     291       1       1
   292     292       1       1
   293     293       1       1
   294     294       1       1
   295     295       1       1
   296     296       1       1
   297     297       1       1
   298     298       1       1
   299     299       1       1
   300     300       1       1
   301     301       1       1
   302     302       1       1
   303     303       1       1
   304     304       1       1
   305     329      25       0
   306     354      25       0
   307     379      25       0
   308     404      25       0
   309     429      25       0
   310     451      22       1
   311     462      11       1
   312     471       9       1
   313     479       8       1
   314     489      10       1
   315     514      25       0
   316     539      25       0
   317     564      25       0
   318     576      12       1
   319     596      20       1
   320     621      25       0
   321     646      25       0
   322     657      11       1
   323     682      25       0
   324     707      25       0
   325     732      25       0
   326     757      25       0
   327     772      15       1
   328     779       7       1
   329     786       7       1
   330     792       6       1
   331     817      25       0
   332     842      25       0
   333     867      25       0
   334     892      25       0
   335     908      16       1
   336     933      25       0
   337     958      25       0
   338     983      25       0
   339    1008      25       0
   340    1017       9       1
   341    1026       9       1
   342    1033       7       1
   343    1040       7       1
   344    1049       9       1
   345    1056       7       1
   346    1063       7       1
   347    1070       7       1
   348    1077       7       1
   349    1084       7       1
   350    1109      25       0
   351    1124      15       1
   352    1141      17       1
   353    1166      25       0
   354    1191      25       0
   355    1216      25       0
   356    1234      18       1
   357    1244      10       1
   358    1269      25       0
   359    1294      25       0
   360    1319      25       0
   361    1332      13       1
   362    1357      25       0
   363    1382      25       0
   364    1390       8       1
   365    1395       5       1
   366    1420      25       0
   367    1445      25       0
   368    1460      15       1
   369    1475      15       1
   370    1495      20       1
   371    1520      25       0
   372    1534      14       1
   373    1544      10       1
   374    1569      25       0
   375    1594      25       0
   376    1619      25       0
   377    1637      18       1
   378    1662      25       0
   379    1681      19       1
   380    1698      17       1
   381    1723      25       0
   382    1748      25       0
   383    1773      25       0
   384    1791      18       1
   385    1816      25       0
   386    1841      25       0
   387    1866      25       0
   388    1878      12       1
   389    1903      25       0
   390    1919      16       1
   391    1944      25       0
   392    1957      13       1
   393    1966       9       1
   394    1974       8       1
   395    1999      25       0
   396    2024      25       0
   397    2040      16       1
   398    2049       9       1
   399    2058       9       1
   400    2070      12       1
   401    2095      25       0
   402    2113      18       1
   403    2138      25       0
   404    2163      25       0
   405    2180      17       1
   406    2189       9       1
   407    2197       8       1
   408    2205       8       1
   409    2213       8       1
   410    2230      17       1
   411    2255      25       0
   412    2275      20       1
   413    2289      14       1
   414    2314      25       0
   415    2327      13       1
   416    2342      15       1
   417    2367      25       0
   418    2382      15       1
   419    2398      16       1
   420    2423      25       0
   421    2444      21       1
   422    2461      17       1
   423    2481      20       1
   424    2498      17       1
   425    2523      25       0
   426    2540      17       1
   427    2565      25       0
   428    2590      25       0
   429    2605      15       1
   430    2615      10       1
   431    2622       7       1
   432    2635      13       1
   433    2645      10       1
   434    2655      10       1
   435    2667      12       1
   436    2676       9       1
   437    2701      25       0
   438    2725      24       1
   439    2742      17       1
   440    2755      13       1
   441    2766      11       1
   442    2774       8       1
   443    2783       9       1
   444    2794      11       1
   445    2803       9       1
   446    2813      10       1
   447    2820       7       1
   448    2827       7       1
   449    2831       4       1
   450    2833       2       1
   451    2843      10       1
   452    2845       2       1
   453    2847       2       1
   454    2853       6       1
   455    2855       2       1
   456    2863       8       1
   457    2868       5       1
   458    2879      11       1
   459    2886       7       1
   460    2888       2       1
   461    2890       2       1
   462    2899       9       1
   463    2907       8       1
   464    2909       2       1
   465    2911       2       1
   466    2913       2       1
   467    2915       2       1
   468    2917       2       1
   469    2919       2       1
   470    2921       2       1
   471    2923       2       1
   472    2925       2       1
   473    2927       2       1
   474    2929       2       1
   475    2931       2       1
   476    2933       2       1
   477    2935       2       1
   478    2937       2       1
   479    2939       2       1
   480    2941       2       1
   481    2943       2       1
   482    2945       2       1
   483    2947       2       1
   484    2949       2       1
   485    2951       2       1
   486    2953       2       1
   487    2955       2       1
   488    2957       2       1
   489    2959       2       1
   490    2961       2       1
   491    2963       2       1
   492    2965       2       1
   493    2967       2       1
   494    2969       2       1
   495    2971       2       1
   496    2973       2       1
   497    2975       2       1
   498    2977       2       1
   499    2979       2       1
   500    2981       2       1
   501    2983       2       1
   502    2985       2       1
   503    2987       2       1
   504    2989       2       1
   505    2991       2       1
   506    2993       2       1
   507    2995       2       1
   508    2997       2       1
   509    2999       2       1
   510    3001       2       1
   511    3003       2       1
   512    3005       2       1
   513    3007       2       1
   514    3009       2       1
   515    3011       2       1
   516    3013       2       1
   517    3015       2       1
   518    3017       2       1
   519    3019       2       1
   520    3021       2       1
   521    3023       2       1
   522    3025       2       1
   523    3027       2       1
   524    3029       2       1
   525    3031       2       1
   526    3033       2       1
   527    3035       2       1
   528    3037       2       1
   529    3039       2       1
   530    3041       2       1
   531    3043       2       1
   532    3045       2       1
   533    3047       2       1
   534    3049       2       1
   535    3051       2       1
   536    3053       2       1
   537    3055       2       1
   538    3057       2       1
   539    3059       2       1
   540    3061       2       1
   541    3063       2       1
   542    3065       2       1
   543    3067       2       1
   544    3069       2       1
   545    3071       2       1
   546    3073       2       1
   547    3075       2       1
   548    3077       2       1
   549    3079       2       1
   550    3081       2       1
   551    3083       2       1
   552    3085       2       1
   553    3087       2       1
   554    3089       2       1
   555    3091       2       1
   556    3093       2       1
   557    3095       2       1
   558    3097       2       1
   559    3099       2       1
   560    3101       2       1
   561    3103       2       1
   562    3105       2       1
   563    3107       2       1
   564    3109       2       1
   565    3111       2       1
   566    3113       2       1
   567    3115       2       1
   568    3117       2       1
   569    3119       2       1
   570    3121       2       1
   571    3123       2       1
   572    3125       2       1
   573    3127       2       1
   574    3129       2       1
   575    3131       2       1
   576    3133       2       1
   577    3135       2       1
   578    3137       2       1
   579    3139       2       1
   580    3141       2       1
   581    3143       2       1
   582    3145       2       1
   583    3147       2       1
   584    3149       2       1
   585    3151       2       1
   586    3153       2       1
   587    3155       2       1
   588    3157       2       1
   589    3159       2       1
   590    3161       2       1
   591    3163       2       1
   592    3165       2       1
   593    3167       2       1
   594    3169       2       1
   595    3171       2       1
   596    3173       2       1
   597    3175       2       1
   598    3177       2       1
   599    3179       2       1
   600    3181       2       1
   601    3183       2       1
   602    3185       2       1
   603    3187       2       1
   604    3189       2       1
   605    3192       3       1
   606    3194       2       1
   607    3196       2       1
   608    3198       2       1
   609    3200       2       1
   610    3202       2       1
   611    3204       2       1
   612    3206       2       1
   613    3208       2       1
   614    3210       2       1
   615    3212       2       1
   616    3214       2       1
   617    3216       2       1
   618    3218       2       1
   619    3220       2       1
   620    3222       2       1
   621    3224       2       1
   622    3226       2       1
   623    3228       2       1
   624    3230       2       1
   625    3232       2       1
   626    3234       2       1
   627    3237       3       1
   628    3239       2       1
   629    3242       3       1
   630    3245       3       1
   631    3248       3       1
   632    3250       2       1
   633    3252       2       1
   634    3254       2       1
   635    3256       2       1
   636    3258       2       1
   637    3260       2       1
   638    3262       2       1
   639    3264       2       1
   640    3266       2       1
   641    3268       2       1
   642    3270       2       1
   643    3272       2       1
   644    3274       2       1
   645    3276       2       1
   646    3278       2       1
   647    3280       2       1
   648    3282       2       1
   649    3284       2       1
   650    3286       2       1
   651    3288       2       1
   652    3290       2       1
   653    3292       2       1
   654    3294       2       1
   655    3296       2       1
   656    3298       2       1
   657    3300       2       1
   658    3302       2       1
   659    3304       2       1
   660    3306       2       1
   661    3308       2       1
   662    3310       2       1
   663    3312       2       1
   664    3314       2       1
   665    3316       2       1
   666    3318       2       1
   667    3320       2       1
   668    3322       2       1
   669    3324       2       1
   670    3326       2       1
   671    3328       2       1
   672    3330       2       1
   673    3332       2       1
   674    3334       2       1
   675    3336       2       1
   676    3338       2       1
   677    3340       2       1
   678    3342       2       1
   679    3344       2       1
   680    3346       2       1
   681    3348       2       1
   682    3350       2       1
   683    3352       2       1
   684    3354       2       1
   685    3356       2       1
   686    3358       2       1
   687    3360       2       1
   688    3362       2       1
   689    3364       2       1
   690    3366       2       1
   691    3368       2       1
   692    3370       2       1
   693    3372       2       1
   694    3374       2       1
   695    3376       2       1
   696    3378       2       1
   697    3380       2       1
   698    3382       2       1
   699    3384       2       1
   700    3386       2       1
   701    3388       2       1
   702    3390       2       1
   703    3392       2       1
   704    3394       2       1
   705    3396       2       1
   706    3398       2       1
   707    3400       2       1
   708    3402       2       1
   709    3404       2       1
   710    3406       2       1
   711    3408       2       1
   712    3410       2       1
   713    3412       2       1
   714    3414       2       1
   715    3416       2       1
   716    3418       2       1
   717    3420       2       1
   718    3422       2       1
   719    3424       2       1
   720    3426       2       1
   721    3428       2       1
   722    3430       2       1
   723    3432       2       1
   724    3434       2       1
   725    3436       2       1
   726    3438       2       1
   727    3440       2       1
   728    3442       2       1
   729    3444       2       1
   730    3446       2       1
   731    3448       2       1
   732    3450       2       1
   733    3452       2       1
   734    3454       2       1
   735    3456       2       1
   736    3458       2       1
   737    3460       2       1
   738    3462       2       1
   739    3464       2       1
   740    3466       2       1
   741    3468       2       1
   742    3470       2       1
   743    3472       2       1
   744    3474       2       1
   745    3476       2       1
   746    3478       2       1
   747    3480       2       1
   748    3482       2       1
   749    3484       2       1
   750    3486       2       1
   751    3488       2       1
   752    3490       2       1
   753    3492       2       1
   754    3494       2       1
   755    3496       2       1
   756    3498       2       1
   757    3503       5       1
   758    3505       2       1
   759    3507       2       1
   760    3509       2       1
   761    3511       2       1
   762    3513       2       1
   763    3515       2       1
   764    3517       2       1
   765    3519       2       1
   766    3521       2       1
   767    3523       2       1
   768    3525       2       1
   769    3527       2       1
   770    3529       2       1
   771    3531       2       1
   772    3533       2       1
   773    3535       2       1
   774    3537       2       1
   775    3539       2       1
   776    3541       2       1
   777    3543       2       1
   778    3545       2       1
   779    3547       2       1
   780    3549       2       1
   781    3551       2       1
   782    3553       2       1
   783    3555       2       1
   784    3557       2       1
   785    3559       2       1
   786    3561       2       1
   787    3563       2       1
   788    3565       2       1
   789    3567       2       1
   790    3569       2       1
   791    3571       2       1
   792    3573       2       1
   793    3575       2       1
   794    3577       2       1
   795    3579       2       1
   796    3581       2       1
   797    3583       2       1
   798    3585       2       1
   799    3587       2       1
   800    3589       2       1
   801    3591       2       1
   802    3593       2       1
   803    3595       2       1
   804    3597       2       1
   805    3599       2       1
   806    3601       2       1
   807    3603       2       1
   808    3605       2       1
   809    3607       2       1
   810    3609       2       1
   811    3611       2       1
   812    3613       2       1
   813    3615       2       1
   814    3617       2       1
   815    3619       2       1
   816    3621       2       1
   817    3623       2       1
   818    3625       2       1
   819    3627       2       1
   820    3629       2       1
   821    3631       2       1
   822    3633       2       1
   823    3635       2       1
   824    3637       2       1
   825    3639       2       1
   826    3641       2       1
   827    3643       2       1
   828    3645       2       1
   829    3647       2       1
   830    3649       2       1
   831    3651       2       1
   832    3653       2       1
   833    3655       2       1
   834    3657       2       1
   835    3659       2       1
   836    3661       2       1
   837    3663       2       1
   838    3665       2       1
   839    3667       2       1
   840    3669       2       1
   841    3671       2       1
   842    3673       2       1
   843    3675       2       1
   844    3677       2       1
   845    3679       2       1
   846    3681       2       1
   847    3683       2       1
   848    3685       2       1
   849    3687       2       1
   850    3689       2       1
   851    3691       2       1
   852    3693       2       1
   853    3695       2       1
   854    3697       2       1
   855    3699       2       1
   856    3701       2       1
   857    3703       2       1
   858    3705       2       1
   859    3707       2       1
   860    3709       2       1
   861    3711       2       1
   862    3713       2       1
   863    3715       2       1
   864    3717       2       1
   865    3719       2       1
   866    3721       2       1
   867    3723       2       1
   868    3725       2       1
   869    3727       2       1
   870    3729       2       1
   871    3731       2       1
   872    3733       2       1
   873    3735       2       1
   874    3737       2       1
   875    3739       2       1
   876    3741       2       1
   877    3743       2       1
   878    3745       2       1
   879    3747       2       1
   880    3749       2       1
   881    3751       2       1
   882    3753       2       1
   883    3755       2       1
   884    3757       2       1
   885    3759       2       1
   886    3761       2       1
   887    3763       2       1
   888    3765       2       1
   889    3767       2       1
   890    3769       2       1
   891    3771       2       1
   892    3773       2       1
   893    3775       2       1
   894    3777       2       1
   895    3779       2       1
   896    3781       2       1
   897    3783       2       1
   898    3785       2       1
   899    3787       2       1
   900    3789       2       1
   901    3791       2       1
   902    3793       2       1
   903    3795       2       1
   904    3797       2       1
   905    3799       2       1
   906    3801       2       1
   907    3803       2       1
   908    3805       2       1
   909    3807       2       1
   910    3809       2       1
   911    3811       2       1
   912    3813       2       1
   913    3815       2       1
   914    3817       2       1
   915    3819       2       1
   916    3821       2       1
   917    3823       2       1
   918    3825       2       1
   919    3827       2       1
   920    3829       2       1
   921    3831       2       1
   922    3833       2       1
   923    3835       2       1
   924    3837       2       1
   925    3839       2       1
   926    3841       2       1
   927    3843       2       1
   928    3845       2       1
   929    3847       2       1
   930    3849       2       1
   931    3851       2       1
   932    3853       2       1
   933    3855       2       1
   934    3857       2       1
   935    3859       2       1
   936    3861       2       1
   937    3863       2       1
   938    3865       2       1
   939    3867       2       1
   940    3869       2       1
   941    3871       2       1
   942    3873       2       1
   943    3875       2       1
   944    3877       2       1
   945    3879       2       1
   946    3881       2       1
   947    3883       2       1
   948    3885       2       1
   949    3887       2       1
   950    3889       2       1
   951    3891       2       1
   952    3893       2       1
   953    3895       2       1
   954    3897       2       1
   955    3899       2       1
   956    3901       2       1
   957    3903       2       1
   958    3905       2       1
   959    3907       2       1
   960    3909       2       1
   961    3911       2       1
   962    3913       2       1
   963    3915       2       1
   964    3917       2       1
   965    3919       2       1
   966    3921       2       1
   967    3923       2       1
   968    3925       2       1
   969    3927       2       1
   970    3929       2       1
   971    3931       2       1
   972    3933       2       1
   973    3935       2       1
   974    3938       3       1
   975    3941       3       1
   976    3944       3       1
   977    3946       2       1
   978    3948       2       1
   979    3950       2       1
   980    3952       2       1
   981    3954       2       1
   982    3956       2       1
   983    3958       2       1
   984    3960       2       1
   985    3962       2       1
   986    3964       2       1
   987    3966       2       1
   988    3968       2       1
   989    3970       2       1
   990    3972       2       1
   991    3974       2       1
   992    3976       2       1
   993    3978       2       1
   994    3980       2       1
   995    3982       2       1
   996    3984       2       1
   997    3986       2       1
   998    3988       2       1
   999    3990       2       1
  1000    3992       2       1
  1001    3994       2       1
  1002    3996       2       1
  1003    3998       2       1
  1004    4000       2       1
  1005    4002       2       1
  1006    4004       2       1
  1007    4006       2       1
  1008    4008       2       1
  1009    4010       2       1
  1010    4012       2       1
  1011    4014       2       1
  1012    4016       2       1
  1013    4018       2       1
  1014    4020       2       1
  1015    4022       2       1
  1016    4024       2       1
  1017    4026       2       1
  1018    4028       2       1
  1019    4030       2       1
  1020    4032       2       1
  1021    4034       2       1
  1022    4036       2       1
  1023    4038       2       1
  1024    4040       2       1
  1025    4042       2       1
  1026    4044       2       1
  1027    4046       2       1
  1028    4048       2       1
  1029    4050       2       1
  1030    4052       2       1
  1031    4054       2       1
  1032    4056       2       1
  1033    4058       2       1
  1034    4060       2       1
  1035    4062       2       1
  1036    4064       2       1
  1037    4066       2       1
  1038    4068       2       1
  1039    4070       2       1
  1040    4072       2       1
  1041    4074       2       1
  1042    4076       2       1
  1043    4078       2       1
  1044    4080       2       1
  1045    4082       2       1
  1046    4084       2       1
  1047    4086       2       1
  1048    4088       2       1
  1049    4090       2       1
  1050    4092       2       1
  1051    4094       2       1
  1052    4096       2       1
  1053    4098       2       1
  1054    4100       2       1
  1055    4102       2       1
  1056    4104       2       1
  1057    4106       2       1
  1058    4108       2       1
  1059    4110       2       1
  1060    4112       2       1
  1061    4114       2       1
  1062    4116       2       1
  1063    4118       2       1
  1064    4120       2       1
  1065    4122       2       1
  1066    4124       2       1
  1067    4126       2       1
  1068    4128       2       1
  1069    4130       2       1
  1070    4132       2       1
  1071    4134       2       1
  1072    4136       2       1
  1073    4138       2       1
  1074    4140       2       1
  1075    4142       2       1
  1076    4144       2       1
  1077    4146       2       1
  1078    4148       2       1
  1079    4150       2       1
  1080    4152       2       1
  1081    4154       2       1
  1082    4156       2       1
  1083    4158       2       1
  1084    4160       2       1
  1085    4162       2       1
  1086    4164       2       1
  1087    4166       2       1
  1088    4168       2       1
  1089    4170       2       1
  1090    4172       2       1
  1091    4174       2       1
  1092    4176       2       1
  1093    4178       2       1
  1094    4180       2       1
  1095    4182       2       1
  1096    4184       2       1
  1097    4186       2       1
  1098    4188       2       1
  1099    4190       2       1
  1100    4192       2       1
  1101    4194       2       1
  1102    4196       2       1
  1103    4198       2       1
  1104    4200       2       1
  1105    4202       2       1
  1106    4204       2       1
  1107    4206       2       1
  1108    4208       2       1
  1109    4210       2       1
  1110    4212       2       1
  1111    4214       2       1
  1112    4216       2       1
  1113    4218       2       1
  1114    4220       2       1
  1115    4222       2       1
  1116    4224       2       1
  1117    4226       2       1
  1118    4228       2       1
  1119    4230       2       1
  1120    4232       2       1
  1121    4234       2       1
  1122    4236       2       1
  1123    4238       2       1
  1124    4240       2       1
  1125    4242       2       1
  1126    4244       2       1
  1127    4246       2       1
  1128    4250       4       1
  1129    4252       2       1
  1130    4256       4       1
  1131    4259       3       1
  1132    4262       3       1
  1133    4266       4       1
  1134    4274       8       1
  1135    4278       4       1
  1136    4281       3       1
  1137    4284       3       1
  1138    4287       3       1
  1139    4290       3       1
  1140    4293       3       1
  1141    4296       3       1
  1142    4300       4       1
  1143    4304       4       1
  1144    4307       3       1
  1145    4310       3       1
  1146    4313       3       1
  1147    4316       3       1
  1148    4319       3       1
  1149    4322       3       1
  1150    4326       4       1
  1151    4329       3       1
  1152    4332       3       1
  1153    4336       4       1
  1154    4340       4       1
  1155    4346       6       1
  1156    4351       5       1
  1157    4358       7       1
  1158    4383      25       0
  1159    4408      25       0
  1160    4433      25       0
  1161    4458      25       0
