  TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns
   126     126       1       1       0       0       0
   127     127       1       1       0       0       0
   128     128       1       1       0       0       0
   129     129       1       1       0       0       0
   130     130       1       1       0       0       0
   131     131       1       1       0       0       0
   132     132       1       1       0       0       0
   133     133       1       1       0       0       0
   134     134       1       1       0       0       0
   135     135       1       1       0       0       0
   136     136       1       1       0       0       0
   137     137       1       1       0       0       0
   138     138       1       1       0       0       0
   139     139       1       1       0       0       0
   140     140       1       1       0       0       0
   141     141       1       1       0       0       0
   142     142       1       1       0       0       0
   143     143       1       1       0       0       0
   144     144       1       1       0       0       0
   145     145       1       1       0       0       0
   146     146       1       1       0       0       0
   147     147       1       1       0       0       0
   148     148       1       1       0       0       0
   149     149       1       1       0       0       0
   150     150       1       1       0       0       0
   151     151       1       1       0       0       0
   152     152       1       1       0       0       0
   153     153       1       1       0       0       0
   154     154       1       1       0       0       0
   155     155       1       1       0       0       0
   156     156       1       1       0       0       0
   157     157       1       1       0       0       0
   158     158       1       1       0       0       0
   159     159       1       1       0       0       0
   160     160       1       1       0       0       0
   161     161       1       1       0       0       0
   162     162       1       1       0       0       0
   163     163       1       1       0       0       0
   164     164       1       1       0       0       0
   165     165       1       1       0       0       0
   166     166       1       1       0       0       0
   167     167       1       1       0       0       0
   168     168       1       1       0       0       0
   169     169       1       1       0       0       0
   170     170       1       1       0       0       0
   171     171       1       1       0       0       0
   172     172       1       1       0       0       0
   173     173       1       1       0       0       0
   174     174       1       1       0       0       0
   175     175       1       1       0       0       0
   176     176       1       1       0       0       0
   177     177       1       1       0       0       0
   178     178       1       1       0       0       0
   179     179       1       1       0       0       0
   180     180       1       1       0       0       0
   181     181       1       1       0       0       0
   182     182       1       1       0       0       0
   183     183       1       1       0       0       0
   184     184       1       1       0       0       0
   185     185       1       1       0       0       0
   186     186       1       1       0       0       0
   187     187       1       1       0       0       0
   188     188       1       1       0       0       0
   189     189       1       1       0       0       0
   190     190       1       1       0       0       0
   191     191       1       1       0       0       0
   192     192       1       1       0       0       0
   193     193       1       1       0       0       0
   194     194       1       1       0       0       0
   195     195       1       1       0       0       0
   196     196       1       1       0       0       0
   197     197       1       1       0       0       0
   198     198       1       1       0       0       0
   199     199       1       1       0       0       0
   200     200       1       1       0       0       0
   201     201       1       1       0       0       0
   202     202       1       1       0       0       0
   203     203       1       1       0       0       0
   204     204       1       1       0       0       0
   205     205       1       1       0       0       0
   206     206       1       1       0       0       0
   207     207       1       1       0       0       0
   208     208       1       1       0       0       0
   209     209       1       1       0       0       0
   210     210       1       1       0       0       0
   211     211       1       1       0       0       0
   212     212       1       1       0       0       0
   213     213       1       1       0       0       0
   214     214       1       1       0       0       0
   215     215       1       1       0       0       0
   216     216       1       1       0       0       0
   217     217       1       1       0       0       0
   218     218       1       1       0       0       0
   219     219       1       1       0       0       0
   220     220       1       1       0       0       0
   221     221       1       1       0       0       0
   222     222       1       1       0       0       0
   223     223       1       1       0       0       0
   224     224       1       1       0       0       0
   225     225       1       1       0       0       0
   226     226       1       1       0       0       0
   227     227       1       1       0       0       0
   228     228       1       1       0       0       0
   229     229       1       1       0       0       0
   230     230       1       1       0       0       0
   231     231       1       1       0       0       0
   232     232       1       1       0       0       0
   233     233       1       1       0       0       0
   234     234       1       1       0       0       0
   235     235       1       1       0       0       0
   236     236       1       1       0       0       0
   237     237       1       1       0       0       0
   238     238       1       1       0       0       0
   239     239       1       1       0       0       0
   240     240       1       1       0       0       0
   241     241       1       1       0       0       0
   242     242       1       1       0       0       0
   243     243       1       1       0       0       0
   244     244       1       1       0       0       0
   245     245       1       1       0       0       0
   246     246       1       1       0       0       0
   247     247       1       1       0       0       0
   248     248       1       1       0       0       0
   249     249       1       1       0       0       0
   250     250       1       1       0       0       0
   251     251       1       1       0       0       0
   252     252       1       1       0       0       0
   253     253       1       1       0       0       0
   254     254       1       1       0       0       0
   255     255       1       1       0       0       0
   256     256       1       1       0       0       0
   257     257       1       1       0       0       0
   258     258       1       1       0       0       0
   259     259       1       1       0       0       0
   260     260       1       1       0       0       0
   261     261       1       1       0       0       0
   262     262       1       1       0       0       0
   263     263       1       1       0       0       0
   264     264       1       1       0       0       0
   265     265       1       1       0       0       0
   266     266       1       1       0       0       0
   267     267       1       1       0       0       0
   268     268       1       1       0       0       0
   269     269       1       1       0       0       0
   270     270       1       1       0       0       0
   271     271       1       1       0       0       0
   272     272       1       1       0       0       0
   273     273       1       1       0       0       0
   274     274       1       1       0       0       0
   275     275       1       1       0       0       0
   276     276       1       1       0       0       0
   277     277       1       1       0       0       0
   278     278       1       1       0       0       0
   279     279       1       1       0       0       0
   280     280       1       1       0       0       0
   281     281       1       1       0       0       0
   282     282       1       1       0       0       0
   283     283       1       1       0       0       0
   284     284       1       1       0       0       0
   285     285       1       1       0       0       0
   286     286       1       1       0       0       0
   287     287       1       1       0       0       0
   288     288       1       1       0       0       0
   289     289       1       1       0       0       0
   290     290       1       1       0       0       0
   291     291       1       1       0       0       0
   292     292       1       1       0       0       0
   293     293       1       1       0       0       0
   294     294       1       1       0       0       0
   295     295       1       1       0       0       0
   296     296       1       1       0       0       0
   297     297       1       1       0       0       0
   298     298       1       1       0       0       0
   299     299       1       1       0       0       0
   300     300       1       1       0       0       0
   301     301       1       1       0       0       0
   302     302       1       1       0       0       0
   303     303       1       1       0       0       0
   304     304       1       1       0       0       0
   305     329      25       0       7      17       0
   306     354      25       0      16      15       0
   307     379      25       0      26      14       0
   308     404      25       0      40       8       2
   309     429      25       0      39      23       2
   310     451      22       1      32      28       0
   311     462      11       1      29      13       0
   312     471       9       1      31       6       0
   313     479       8       1      17      21       0
   314     489      10       1      26       0       0
   315     514      25       0      40       7       3
   316     539      25       0      25      39       0
   317     564      25       0      22      27       0
   318     576      12       1      25       8       0
   319     596      20       1      35       9       0
   320     621      25       0      19      40       0
   321     646      25       0      22      21       0
   322     657      11       1      25       7       0
   323     682      25       0      40       7       2
   324     707      25       0      36      28       0
   325     732      25       0      28      32       0
   326     757      25       0      24      28       0
   327     772      15       1      27      11       0
   328     779       7       1      28       5       0
   329     786       7       1      27       7       0
   330     792       6       1      23       9       0
   331     817      25       0      40       7       0
   332     842      25       0      39      25       0
   333     867      25       0      39      24       0
   334     892      25       0      32      31       0
   335     908      16       1      34      13       0
   336     933      25       0      40      13       5
   337     958      25       0      34      30       0
   338     983      25       0      28      30       0
   339    1008      25       0      30      22       0
   340    1017       9       1      30       8       0
   341    1026       9       1      32       6       0
   342    1033       7       1      31       7       0
   343    1040       7       1      33       4       0
   344    1049       9       1      24      17       0
   345    1056       7       1      24       6       0
   346    1063       7       1      24       6       0
   347    1070       7       1      22       8       0
   348    1077       7       1      23       5       0
   349    1084       7       1      23       6       0
   350    1109      25       0      40       6       1
   351    1124      15       1      31      23       0
   352    1141      17       1      35      12       0
   353    1166      25       0      40      12       7
   354    1191      25       0      40      24       0
   355    1216      25       0      40      22       2
   356    1234      18       1      33      24       0
   357    1244      10       1      24      18       0
   358    1269      25       0      37      11       0
   359    1294      25       0      33      28       0
   360    1319      25       0      40      15       2
   361    1332      13       1      26      26       0
   362    1357      25       0      37      13       0
   363    1382      25       0      38      23       0
   364    1390       8       1      26      19       0
   365    1395       5       1      29       1       0
   366    1420      25       0      40       9       4
   367    1445      25       0      40      19       5
   368    1460      15       1      31      23       0
   369    1475      15       1      30      15       0
   370    1495      20       1      33      16       0
   371    1520      25       0      40      17       0
   372    1534      14       1      31      22       0
   373    1544      10       1      29      11       0
   374    1569      25       0      40      12       1
   375    1594      25       0      40      22       2
   376    1619      25       0      40      24       0
   377    1637      18       1      33      24       0
   378    1662      25       0      35      22       0
   379    1681      19       1      33      20       0
   380    1698      17       1      33      16       0
   381    1723      25       0      40      17       0
   382    1748      25       0      40      16       8
   383    1773      25       0      40      24       0
   384    1791      18       1      28      29       0
   385    1816      25       0      35      17       0
   386    1841      25       0      40      16       3
   387    1866      25       0      40      20       4
   388    1878      12       1      21      30       0
   389    1903      25       0      35      10       0
   390    1919      16       1      25      25       0
   391    1944      25       0      40       8       1
   392    1957      13       1      30      22       0
   393    1966       9       1      26      12       0
   394    1974       8       1      24       9       0
   395    1999      25       0      40       6       2
   396    2024      25       0      37      27       0
   397    2040      16       1      27      25       0
   398    2049       9       1      26       9       0
   399    2058       9       1      26       8       0
   400    2070      12       1      25      12       0
   401    2095      25       0      40       8       1
   402    2113      18       1      29      28       0
   403    2138      25       0      40      13       0
   404    2163      25       0      37      26       1
   405    2180      17       1      36      17       0
   406    2189       9       1      34      10       0
   407    2197       8       1      32       9       0
   408    2205       8       1      31       8       0
   409    2213       8       1      27      11       0
   410    2230      17       1      33      10       0
   411    2255      25       0      40       8       9
   412    2275      20       1      36      23       0
   413    2289      14       1      26      23       0
   414    2314      25       0      35      15       0
   415    2327      13       1      29      18       0
   416    2342      15       1      26      17       0
   417    2367      25       0      34      16       0
   418    2382      15       1      33      15       0
   419    2398      16       1      30      18       0
   420    2423      25       0      34      20       0
   421    2444      21       1      33      21       0
   422    2461      17       1      30      19       0
   423    2481      20       1      34      15       0
   424    2498      17       1      36      14       0
   425    2523      25       0      39      21       0
   426    2540      17       1      29      26       0
   427    2565      25       0      39      14       0
   428    2590      25       0      40      17       6
   429    2605      15       1      25      29       0
   430    2615      10       1      25       9       0
   431    2622       7       1      23       8       0
   432    2635      13       1      21      14       0
   433    2645      10       1      23       7       0
   434    2655      10       1      18      14       0
   435    2667      12       1      19      10       0
   436    2676       9       1      20       7       0
   437    2701      25       0      35       9       0
   438    2725      24       1      27      31       0
   439    2742      17       1      28      15       0
   440    2755      13       1      25      15       0
   441    2766      11       1      21      14       0
   442    2774       8       1      20       8       0
   443    2783       9       1      20       8       0
   444    2794      11       1      21       9       0
   445    2803       9       1      20       9       0
   446    2813      10       1      23       6       0
   447    2820       7       1      19      10       0
   448    2827       7       1      20       5       0
   449    2831       4       1      17       6       0
   450    2833       2       1      14       4       0
   451    2843      10       1      21       2       0
   452    2845       2       1      17       5       0
   453    2847       2       1      18       0       0
   454    2853       6       1      21       2       0
   455    2855       2       1      21       1       0
   456    2863       8       1      24       4       0
   457    2868       5       1      20       8       0
   458    2879      11       1      24       6       0
   459    2886       7       1      20      10       0
   460    2888       2       1      15       6       0
   461    2890       2       1      15       1       0
   462    2899       9       1      21       2       0
   463    2907       8       1      21       7       0
   464    2909       2       1      16       6       0
   465    2911       2       1      17       0       0
   466    2913       2       1      18       0       0
   467    2915       2       1      18       1       0
   468    2917       2       1      18       1       0
   469    2919       2       1      17       1       1
   470    2921       2       1      17       0       1
   471    2923       2       1      15       3       0
   472    2925       2       1      15       1       0
   473    2927       2       1      15       1       0
   474    2929       2       1      16       0       0
   475    2931       2       1      16       1       0
   476    2933       2       1      16       1       0
   477    2935       2       1      15       2       0
   478    2937       2       1      15       1       0
   479    2939       2       1      15       1       0
   480    2941       2       1      15       1       0
   481    2943       2       1      15       1       0
   482    2945       2       1      15       1       0
   483    2947       2       1      15       1       0
   484    2949       2       1      15       1       0
   485    2951       2       1      15       1       0
   486    2953       2       1      15       1       0
   487    2955       2       1      14       2       0
   488    2957       2       1      15       0       0
   489    2959       2       1      16       0       0
   490    2961       2       1      16       1       0
   491    2963       2       1      15       2       0
   492    2965       2       1      15       1       0
   493    2967       2       1      15       1       0
   494    2969       2       1      15       1       0
   495    2971       2       1      16       0       0
   496    2973       2       1      16       1       0
   497    2975       2       1      16       1       0
   498    2977       2       1      16       1       0
   499    2979       2       1      16       0       1
   500    2981       2       1      16       1       0
   501    2983       2       1      16       1       0
   502    2985       2       1      15       2       0
   503    2987       2       1      15       1       0
   504    2989       2       1      15       1       0
   505    2991       2       1      15       1       0
   506    2993       2       1      15       1       0
   507    2995       2       1      15       1       0
   508    2997       2       1      15       1       0
   509    2999       2       1      15       1       0
   510    3001       2       1      15       1       0
   511    3003       2       1      15       1       0
   512    3005       2       1      15       1       0
   513    3007       2       1      15       1       0
   514    3009       2       1      15       1       0
   515    3011       2       1      16       0       0
   516    3013       2       1      16       1       0
   517    3015       2       1      15       2       0
   518    3017       2       1      16       0       0
   519    3019       2       1      16       1       0
   520    3021       2       1      16       1       0
   521    3023       2       1      16       1       0
   522    3025       2       1      16       1       0
   523    3027       2       1      16       1       0
   524    3029       2       1      16       1       0
   525    3031       2       1      16       1       0
   526    3033       2       1      16       0       1
   527    3035       2       1      16       1       0
   528    3037       2       1      16       1       0
   529    3039       2       1      16       1       0
   530    3041       2       1      16       1       0
   531    3043       2       1      16       1       0
   532    3045       2       1      16       1       0
   533    3047       2       1      16       1       0
   534    3049       2       1      15       2       0
   535    3051       2       1      16       0       0
   536    3053       2       1      16       1       0
   537    3055       2       1      16       1       0
   538    3057       2       1      16       1       0
   539    3059       2       1      16       1       0
   540    3061       2       1      16       1       0
   541    3063       2       1      16       1       0
   542    3065       2       1      16       0       1
   543    3067       2       1      16       0       1
   544    3069       2       1      15       2       0
   545    3071       2       1      15       1       0
   546    3073       2       1      15       1       0
   547    3075       2       1      15       1       0
   548    3077       2       1      14       2       0
   549    3079       2       1      15       0       0
   550    3081       2       1      15       1       0
   551    3083       2       1      15       1       0
   552    3085       2       1      15       1       0
   553    3087       2       1      15       1       0
   554    3089       2       1      15       1       0
   555    3091       2       1      15       1       0
   556    3093       2       1      14       2       0
   557    3095       2       1      15       0       0
   558    3097       2       1      15       1       0
   559    3099       2       1      15       1       0
   560    3101       2       1      15       1       0
   561    3103       2       1      14       2       0
   562    3105       2       1      14       1       0
   563    3107       2       1      14       1       0
   564    3109       2       1      14       1       0
   565    3111       2       1      14       1       0
   566    3113       2       1      14       1       0
   567    3115       2       1      15       0       0
   568    3117       2       1      16       0       0
   569    3119       2       1      16       1       0
   570    3121       2       1      16       1       0
   571    3123       2       1      15       2       0
   572    3125       2       1      15       1       0
   573    3127       2       1      15       1       0
   574    3129       2       1      15       1       0
   575    3131       2       1      16       0       0
   576    3133       2       1      16       1       0
   577    3135       2       1      16       1       0
   578    3137       2       1      16       1       0
   579    3139       2       1      15       2       0
   580    3141       2       1      15       1       0
   581    3143       2       1      16       0       0
   582    3145       2       1      16       1       0
   583    3147       2       1      16       1       0
   584    3149       2       1      16       1       0
   585    3151       2       1      16       0       1
   586    3153       2       1      16       1       0
   587    3155       2       1      16       1       0
   588    3157       2       1      16       1       0
   589    3159       2       1      16       1       0
   590    3161       2       1      16       1       0
   591    3163       2       1      15       0       2
   592    3165       2       1      14       2       0
   593    3167       2       1      13       2       0
   594    3169       2       1      13       1       0
   595    3171       2       1      14       0       0
   596    3173       2       1      13       2       0
   597    3175       2       1      14       0       0
   598    3177       2       1      14       1       0
   599    3179       2       1      14       1       0
   600    3181       2       1      14       1       0
   601    3183       2       1      15       0       0
   602    3185       2       1      15       0       1
   603    3187       2       1      15       0       1
   604    3189       2       1      15       1       0
   605    3192       3       1      14       3       0
   606    3194       2       1      15       0       0
   607    3196       2       1      16       0       0
   608    3198       2       1      16       0       1
   609    3200       2       1      16       1       0
   610    3202       2       1      16       1       0
   611    3204       2       1      16       1       0
   612    3206       2       1      16       1       0
   613    3208       2       1      16       0       1
   614    3210       2       1      16       1       0
   615    3212       2       1      15       2       0
   616    3214       2       1      15       1       0
   617    3216       2       1      15       1       0
   618    3218       2       1      14       2       0
   619    3220       2       1      15       0       0
   620    3222       2       1      15       0       1
   621    3224       2       1      14       2       0
   622    3226       2       1      14       1       0
   623    3228       2       1      15       0       0
   624    3230       2       1      15       0       1
   625    3232       2       1      15       1       0
   626    3234       2       1      14       2       0
   627    3237       3       1      12       4       0
   628    3239       2       1      13       0       0
   629    3242       3       1      11       4       0
   630    3245       3       1      12       1       0
   631    3248       3       1      14       0       0
   632    3250       2       1      15       0       0
   633    3252       2       1      15       1       0
   634    3254       2       1      16       0       0
   635    3256       2       1      16       1       0
   636    3258       2       1      16       1       0
   637    3260       2       1      15       2       0
   638    3262       2       1      15       1       0
   639    3264       2       1      16       0       0
   640    3266       2       1      17       0       0
   641    3268       2       1      16       1       1
   642    3270       2       1      15       1       1
   643    3272       2       1      15       1       0
   644    3274       2       1      15       1       0
   645    3276       2       1      14       2       0
   646    3278       2       1      14       1       0
   647    3280       2       1      15       0       0
   648    3282       2       1      15       1       0
   649    3284       2       1      14       2       0
   650    3286       2       1      14       1       0
   651    3288       2       1      14       1       0
   652    3290       2       1      14       1       0
   653    3292       2       1      13       2       0
   654    3294       2       1      13       1       0
   655    3296       2       1      13       1       0
   656    3298       2       1      13       1       0
   657    3300       2       1      14       0       0
   658    3302       2       1      14       1       0
   659    3304       2       1      14       1       0
   660    3306       2       1      13       2       0
   661    3308       2       1      14       0       0
   662    3310       2       1      14       1       0
   663    3312       2       1      14       1       0
   664    3314       2       1      14       1       0
   665    3316       2       1      14       1       0
   666    3318       2       1      13       2       0
   667    3320       2       1      14       0       0
   668    3322       2       1      14       1       0
   669    3324       2       1      14       1       0
   670    3326       2       1      14       1       0
   671    3328       2       1      15       0       0
   672    3330       2       1      14       2       0
   673    3332       2       1      14       1       0
   674    3334       2       1      14       1       0
   675    3336       2       1      13       2       0
   676    3338       2       1      13       1       0
   677    3340       2       1      13       1       0
   678    3342       2       1      13       1       0
   679    3344       2       1      14       0       0
   680    3346       2       1      14       1       0
   681    3348       2       1      14       1       0
   682    3350       2       1      15       0       0
   683    3352       2       1      15       1       0
   684    3354       2       1      15       1       0
   685    3356       2       1      15       0       1
   686    3358       2       1      15       1       0
   687    3360       2       1      15       1       0
   688    3362       2       1      15       1       0
   689    3364       2       1      15       1       0
   690    3366       2       1      15       1       0
   691    3368       2       1      15       1       0
   692    3370       2       1      15       1       0
   693    3372       2       1      15       1       0
   694    3374       2       1      15       1       0
   695    3376       2       1      15       1       0
   696    3378       2       1      15       1       0
   697    3380       2       1      15       1       0
   698    3382       2       1      15       1       0
   699    3384       2       1      15       1       0
   700    3386       2       1      14       2       0
   701    3388       2       1      14       1       0
   702    3390       2       1      14       1       0
   703    3392       2       1      14       1       0
   704    3394       2       1      15       0       0
   705    3396       2       1      15       1       0
   706    3398       2       1      15       1       0
   707    3400       2       1      15       1       0
   708    3402       2       1      14       2       0
   709    3404       2       1      14       1       0
   710    3406       2       1      14       1       0
   711    3408       2       1      15       0       0
   712    3410       2       1      15       1       0
   713    3412       2       1      15       0       1
   714    3414       2       1      15       1       0
   715    3416       2       1      14       2       0
   716    3418       2       1      14       1       0
   717    3420       2       1      14       1       0
   718    3422       2       1      14       1       0
   719    3424       2       1      14       1       0
   720    3426       2       1      14       1       0
   721    3428       2       1      15       0       0
   722    3430       2       1      15       1       0
   723    3432       2       1      14       2       0
   724    3434       2       1      14       1       0
   725    3436       2       1      13       2       0
   726    3438       2       1      14       0       0
   727    3440       2       1      14       1       0
   728    3442       2       1      14       1       0
   729    3444       2       1      14       1       0
   730    3446       2       1      14       1       0
   731    3448       2       1      13       2       0
   732    3450       2       1      13       1       0
   733    3452       2       1      14       0       0
   734    3454       2       1      13       2       0
   735    3456       2       1      13       1       0
   736    3458       2       1      13       1       0
   737    3460       2       1      13       1       0
   738    3462       2       1      13       1       0
   739    3464       2       1      14       0       0
   740    3466       2       1      13       2       0
   741    3468       2       1      13       1       0
   742    3470       2       1      13       1       0
   743    3472       2       1      13       1       0
   744    3474       2       1      13       1       0
   745    3476       2       1      14       0       0
   746    3478       2       1      14       1       0
   747    3480       2       1      14       1       0
   748    3482       2       1      14       1       0
   749    3484       2       1      15       0       0
   750    3486       2       1      15       1       0
   751    3488       2       1      13       3       0
   752    3490       2       1      14       0       0
   753    3492       2       1      14       1       0
   754    3494       2       1      15       0       0
   755    3496       2       1      14       2       0
   756    3498       2       1      15       0       0
   757    3503       5       1      13       6       0
   758    3505       2       1      14       0       0
   759    3507       2       1      15       0       0
   760    3509       2       1      15       1       0
   761    3511       2       1      16       0       0
   762    3513       2       1      17       0       0
   763    3515       2       1      17       1       0
   764    3517       2       1      17       1       0
   765    3519       2       1      17       0       1
   766    3521       2       1      17       0       1
   767    3523       2       1      17       0       1
   768    3525       2       1      17       1       0
   769    3527       2       1      17       0       1
   770    3529       2       1      17       0       1
   771    3531       2       1      16       2       0
   772    3533       2       1      16       1       0
   773    3535       2       1      16       1       0
   774    3537       2       1      16       1       0
   775    3539       2       1      16       1       0
   776    3541       2       1      15       2       0
   777    3543       2       1      16       0       0
   778    3545       2       1      16       1       0
   779    3547       2       1      16       1       0
   780    3549       2       1      16       1       0
   781    3551       2       1      16       1       0
   782    3553       2       1      16       1       0
   783    3555       2       1      16       1       0
   784    3557       2       1      16       1       0
   785    3559       2       1      16       1       0
   786    3561       2       1      16       1       0
   787    3563       2       1      15       2       0
   788    3565       2       1      16       0       0
   789    3567       2       1      16       1       0
   790    3569       2       1      16       1       0
   791    3571       2       1      15       2       0
   792    3573       2       1      15       1       0
   793    3575       2       1      15       1       0
   794    3577       2       1      15       1       0
   795    3579       2       1      14       2       0
   796    3581       2       1      14       1       0
   797    3583       2       1      14       1       0
   798    3585       2       1      15       0       0
   799    3587       2       1      14       2       0
   800    3589       2       1      15       0       0
   801    3591       2       1      15       1       0
   802    3593       2       1      14       2       0
   803    3595       2       1      14       1       0
   804    3597       2       1      14       1       0
   805    3599       2       1      14       1       0
   806    3601       2       1      14       1       0
   807    3603       2       1      14       1       0
   808    3605       2       1      14       1       0
   809    3607       2       1      14       1       0
   810    3609       2       1      14       1       0
   811    3611       2       1      14       1       0
   812    3613       2       1      14       1       0
   813    3615       2       1      14       1       0
   814    3617       2       1      14       1       0
   815    3619       2       1      14       1       0
   816    3621       2       1      14       1       0
   817    3623       2       1      14       1       0
   818    3625       2       1      14       1       0
   819    3627       2       1      14       1       0
   820    3629       2       1      14       1       0
   821    3631       2       1      14       1       0
   822    3633       2       1      14       1       0
   823    3635       2       1      14       1       0
   824    3637       2       1      14       1       0
   825    3639       2       1      14       1       0
   826    3641       2       1      14       1       0
   827    3643       2       1      14       1       0
   828    3645       2       1      14       1       0
   829    3647       2       1      14       1       0
   830    3649       2       1      14       1       0
   831    3651       2       1      14       1       0
   832    3653       2       1      14       1       0
   833    3655       2       1      14       1       0
   834    3657       2       1      14       1       0
   835    3659       2       1      14       1       0
   836    3661       2       1      14       1       0
   837    3663       2       1      14       1       0
   838    3665       2       1      14       1       0
   839    3667       2       1      14       1       0
   840    3669       2       1      14       1       0
   841    3671       2       1      14       1       0
   842    3673       2       1      14       1       0
   843    3675       2       1      14       1       0
   844    3677       2       1      14       1       0
   845    3679       2       1      14       1       0
   846    3681       2       1      14       1       0
   847    3683       2       1      14       1       0
   848    3685       2       1      14       1       0
   849    3687       2       1      14       1       0
   850    3689       2       1      14       1       0
   851    3691       2       1      14       1       0
   852    3693       2       1      14       1       0
   853    3695       2       1      14       1       0
   854    3697       2       1      14       1       0
   855    3699       2       1      14       1       0
   856    3701       2       1      14       1       0
   857    3703       2       1      14       1       0
   858    3705       2       1      14       1       0
   859    3707       2       1      14       1       0
   860    3709       2       1      14       1       0
   861    3711       2       1      14       1       0
   862    3713       2       1      14       1       0
   863    3715       2       1      14       1       0
   864    3717       2       1      14       1       0
   865    3719       2       1      14       1       0
   866    3721       2       1      14       1       0
   867    3723       2       1      14       1       0
   868    3725       2       1      14       1       0
   869    3727       2       1      14       1       0
   870    3729       2       1      14       1       0
   871    3731       2       1      14       1       0
   872    3733       2       1      14       1       0
   873    3735       2       1      14       1       0
   874    3737       2       1      14       1       0
   875    3739       2       1      14       1       0
   876    3741       2       1      14       1       0
   877    3743       2       1      14       1       0
   878    3745       2       1      14       1       0
   879    3747       2       1      14       1       0
   880    3749       2       1      14       1       0
   881    3751       2       1      14       1       0
   882    3753       2       1      14       1       0
   883    3755       2       1      14       1       0
   884    3757       2       1      14       1       0
   885    3759       2       1      14       1       0
   886    3761       2       1      14       1       0
   887    3763       2       1      14       1       0
   888    3765       2       1      14       1       0
   889    3767       2       1      14       1       0
